drug1,drug2,cell,label
MK-8669,SN-38,RPMI7951,1
MK-8669,SORAFENIB,A427,1
MK-8669,SORAFENIB,HT29,1
MK-8669,SORAFENIB,NCIH2122,1
MK-8669,SORAFENIB,NCIH23,1
MK-8669,SORAFENIB,NCIH460,1
MK-8669,SORAFENIB,RKO,1
MK-8669,SORAFENIB,RPMI7951,1
MK-8669,TOPOTECAN,A427,1
MK-8669,TOPOTECAN,HT29,1
MK-8669,TOPOTECAN,LOVO,1
MK-8669,TOPOTECAN,NCIH2122,1
MK-8669,TOPOTECAN,RKO,1
PACLITAXEL,ABT-888,HT29,0
PACLITAXEL,ABT-888,LOVO,0
PACLITAXEL,ABT-888,NCIH2122,0
PACLITAXEL,ABT-888,NCIH23,0
PACLITAXEL,ABT-888,NCIH460,1
PACLITAXEL,ABT-888,RKO,0
PACLITAXEL,AZD1775,A427,0
PACLITAXEL,AZD1775,LOVO,1
PACLITAXEL,AZD1775,NCIH2122,0
PACLITAXEL,AZD1775,NCIH23,0
PACLITAXEL,AZD1775,RKO,0
PACLITAXEL,BORTEZOMIB,A427,0
PACLITAXEL,BORTEZOMIB,HT29,0
PACLITAXEL,BORTEZOMIB,NCIH2122,0
PACLITAXEL,BORTEZOMIB,NCIH23,0
PACLITAXEL,BORTEZOMIB,NCIH460,0
PACLITAXEL,BORTEZOMIB,RKO,0
PACLITAXEL,BORTEZOMIB,RPMI7951,0
PACLITAXEL,DASATINIB,A427,1
PACLITAXEL,DASATINIB,HT29,1
PACLITAXEL,DASATINIB,LOVO,1
PACLITAXEL,DASATINIB,NCIH2122,0
PACLITAXEL,DASATINIB,NCIH460,1
PACLITAXEL,DASATINIB,RKO,1
PACLITAXEL,DASATINIB,RPMI7951,1
PACLITAXEL,ERLOTINIB,HT29,1
PACLITAXEL,ERLOTINIB,LOVO,1
PACLITAXEL,ERLOTINIB,NCIH2122,0
PACLITAXEL,ERLOTINIB,NCIH23,0
PACLITAXEL,ERLOTINIB,NCIH460,1
PACLITAXEL,ERLOTINIB,RKO,0
PACLITAXEL,ERLOTINIB,RPMI7951,0
PACLITAXEL,GELDANAMYCIN,HT29,0
PACLITAXEL,GELDANAMYCIN,LOVO,0
PACLITAXEL,GELDANAMYCIN,NCIH2122,0
PACLITAXEL,GELDANAMYCIN,NCIH23,0
PACLITAXEL,GELDANAMYCIN,NCIH460,0
PACLITAXEL,GELDANAMYCIN,RPMI7951,0
PACLITAXEL,L778123,A427,1
PACLITAXEL,L778123,HT29,1
PACLITAXEL,L778123,LOVO,0
PACLITAXEL,L778123,NCIH2122,0
PACLITAXEL,L778123,NCIH460,1
PACLITAXEL,LAPATINIB,A427,0
PACLITAXEL,LAPATINIB,HT29,0
PACLITAXEL,LAPATINIB,LOVO,1
PACLITAXEL,LAPATINIB,NCIH2122,0
PACLITAXEL,LAPATINIB,NCIH23,0
PACLITAXEL,LAPATINIB,NCIH460,1
PACLITAXEL,LAPATINIB,RKO,0
PACLITAXEL,MK-4827,A427,0
PACLITAXEL,MK-4827,HT29,0
PACLITAXEL,MK-4827,LOVO,0
PACLITAXEL,MK-4827,NCIH2122,0
PACLITAXEL,MK-4827,NCIH23,0
PACLITAXEL,MK-4827,NCIH460,1
PACLITAXEL,MK-4827,RKO,0
PACLITAXEL,MK-4827,RPMI7951,0
PACLITAXEL,MK-5108,A427,1
PACLITAXEL,MK-5108,HT29,1
PACLITAXEL,MK-5108,LOVO,1
PACLITAXEL,MK-5108,NCIH2122,0
PACLITAXEL,MK-5108,NCIH460,1
PACLITAXEL,MK-5108,RKO,1
PACLITAXEL,MK-5108,RPMI7951,1
PACLITAXEL,MK-8669,A427,1
PACLITAXEL,MK-8669,HT29,1
PACLITAXEL,MK-8669,LOVO,1
PACLITAXEL,MK-8669,NCIH2122,0
PACLITAXEL,MK-8669,NCIH23,1
PACLITAXEL,MK-8669,NCIH460,1
PACLITAXEL,MK-8669,RKO,1
PACLITAXEL,MK-8669,RPMI7951,1
PACLITAXEL,PD325901,A427,1
PACLITAXEL,PD325901,NCIH2122,0
PACLITAXEL,PD325901,NCIH460,1
PACLITAXEL,PD325901,RKO,1
PACLITAXEL,SORAFENIB,HT29,0
PACLITAXEL,SORAFENIB,LOVO,0
PACLITAXEL,SORAFENIB,NCIH2122,0
PACLITAXEL,SORAFENIB,NCIH23,0
PACLITAXEL,SORAFENIB,NCIH460,1
PACLITAXEL,SORAFENIB,RPMI7951,0
PACLITAXEL,SUNITINIB,HT29,0
PACLITAXEL,SUNITINIB,NCIH2122,0
PACLITAXEL,SUNITINIB,NCIH23,0
PACLITAXEL,SUNITINIB,NCIH460,1
PACLITAXEL,SUNITINIB,RKO,0
PACLITAXEL,SUNITINIB,RPMI7951,0
PACLITAXEL,ZOLINZA,A427,0
PACLITAXEL,ZOLINZA,HT29,1
PACLITAXEL,ZOLINZA,LOVO,1
PACLITAXEL,ZOLINZA,NCIH2122,0
PACLITAXEL,ZOLINZA,NCIH23,0
PACLITAXEL,ZOLINZA,RPMI7951,0
PD325901,ABT-888,A427,0
PD325901,ABT-888,HT29,0
PD325901,ABT-888,LOVO,0
PD325901,ABT-888,NCIH2122,0
PD325901,ABT-888,NCIH23,0
PD325901,ABT-888,NCIH460,0
PD325901,ABT-888,RPMI7951,0
PD325901,BORTEZOMIB,HT29,0
PD325901,BORTEZOMIB,NCIH2122,0
PD325901,BORTEZOMIB,NCIH23,0
PD325901,BORTEZOMIB,NCIH460,1
PD325901,BORTEZOMIB,RPMI7951,0
PD325901,DASATINIB,A427,1
PD325901,DASATINIB,HT29,1
PD325901,DASATINIB,LOVO,1
PD325901,DASATINIB,NCIH2122,0
PD325901,DASATINIB,NCIH23,1
PD325901,DASATINIB,NCIH460,1
PD325901,DASATINIB,RKO,1
PD325901,DASATINIB,RPMI7951,1
PD325901,GELDANAMYCIN,A427,1
PD325901,GELDANAMYCIN,LOVO,0
PD325901,GELDANAMYCIN,NCIH2122,1
PD325901,GELDANAMYCIN,NCIH460,0
PD325901,GELDANAMYCIN,RKO,1
PD325901,GELDANAMYCIN,RPMI7951,0
PD325901,MK-8669,A427,1
PD325901,MK-8669,HT29,1
PD325901,MK-8669,LOVO,1
PD325901,MK-8669,NCIH2122,1
PD325901,MK-8669,NCIH23,1
PD325901,MK-8669,NCIH460,1
PD325901,MK-8669,RKO,1
PD325901,MK-8669,RPMI7951,1
PD325901,SN-38,A427,0
PD325901,SN-38,HT29,0
PD325901,SN-38,LOVO,0
PD325901,SN-38,NCIH23,0
PD325901,SN-38,NCIH460,1
PD325901,SN-38,RKO,1
PD325901,SN-38,RPMI7951,0
PD325901,SORAFENIB,A427,1
PD325901,SORAFENIB,LOVO,1
PD325901,SORAFENIB,NCIH2122,1
PD325901,SORAFENIB,NCIH23,1
PD325901,SORAFENIB,NCIH460,1
PD325901,SORAFENIB,RKO,1
PD325901,TOPOTECAN,A427,1
PD325901,TOPOTECAN,HT29,0
PD325901,TOPOTECAN,LOVO,1
PD325901,TOPOTECAN,NCIH2122,1
PD325901,TOPOTECAN,NCIH460,0
PD325901,TOPOTECAN,RKO,1
SN-38,SORAFENIB,HT29,0
SN-38,SORAFENIB,LOVO,0
SN-38,SORAFENIB,NCIH23,1
SN-38,SORAFENIB,NCIH460,1
SN-38,SORAFENIB,RKO,1
SUNITINIB,ABT-888,A427,1
SUNITINIB,ABT-888,HT29,1
SUNITINIB,AZD1775,A427,0
SUNITINIB,AZD1775,HT29,0
SUNITINIB,AZD1775,LOVO,0
SUNITINIB,AZD1775,NCIH2122,0
SUNITINIB,AZD1775,NCIH23,0
SUNITINIB,AZD1775,NCIH460,0
SUNITINIB,AZD1775,RKO,0
SUNITINIB,BORTEZOMIB,A427,0
SUNITINIB,BORTEZOMIB,HT29,0
SUNITINIB,BORTEZOMIB,NCIH23,0
SUNITINIB,BORTEZOMIB,RKO,0
SUNITINIB,BORTEZOMIB,RPMI7951,0
SUNITINIB,DASATINIB,A427,1
SUNITINIB,DASATINIB,HT29,1
SUNITINIB,DASATINIB,LOVO,1
SUNITINIB,DASATINIB,NCIH23,1
SUNITINIB,DASATINIB,NCIH460,1
SUNITINIB,DASATINIB,RKO,1
SUNITINIB,ERLOTINIB,HT29,1
SUNITINIB,ERLOTINIB,LOVO,1
SUNITINIB,ERLOTINIB,NCIH2122,1
SUNITINIB,GELDANAMYCIN,NCIH2122,0
SUNITINIB,GELDANAMYCIN,NCIH23,0
SUNITINIB,GELDANAMYCIN,RPMI7951,0
SUNITINIB,LAPATINIB,HT29,1
SUNITINIB,LAPATINIB,LOVO,1
SUNITINIB,LAPATINIB,NCIH2122,1
SUNITINIB,MK-4827,NCIH2122,1
SUNITINIB,MK-4827,NCIH23,0
SUNITINIB,MK-4827,NCIH460,0
SUNITINIB,MK-4827,RKO,0
SUNITINIB,MK-4827,RPMI7951,0
SUNITINIB,MK-5108,NCIH2122,0
SUNITINIB,MK-5108,NCIH23,0
SUNITINIB,MK-5108,NCIH460,0
SUNITINIB,MK-5108,RPMI7951,0
SUNITINIB,MK-8669,A427,1
SUNITINIB,MK-8669,HT29,1
SUNITINIB,MK-8669,LOVO,1
SUNITINIB,MK-8669,NCIH2122,1
SUNITINIB,MK-8669,NCIH23,1
SUNITINIB,MK-8669,NCIH460,1
SUNITINIB,MK-8669,RKO,1
SUNITINIB,MK-8669,RPMI7951,1
SUNITINIB,PD325901,A427,1
SUNITINIB,PD325901,HT29,1
SUNITINIB,PD325901,NCIH2122,1
SUNITINIB,PD325901,NCIH23,1
SUNITINIB,PD325901,NCIH460,1
SUNITINIB,PD325901,RKO,1
SUNITINIB,PD325901,RPMI7951,0
SUNITINIB,SN-38,A427,0
SUNITINIB,SN-38,HT29,0
SUNITINIB,SN-38,NCIH460,1
SUNITINIB,SN-38,RPMI7951,1
SUNITINIB,SORAFENIB,HT29,0
SUNITINIB,SORAFENIB,LOVO,0
SUNITINIB,SORAFENIB,NCIH2122,0
SUNITINIB,SORAFENIB,NCIH23,0
SUNITINIB,SORAFENIB,NCIH460,0
SUNITINIB,SORAFENIB,RKO,0
SUNITINIB,SORAFENIB,RPMI7951,0
SUNITINIB,TOPOTECAN,A427,1
SUNITINIB,TOPOTECAN,HT29,0
SUNITINIB,TOPOTECAN,LOVO,0
SUNITINIB,TOPOTECAN,NCIH23,0
SUNITINIB,TOPOTECAN,NCIH460,0
SUNITINIB,TOPOTECAN,RKO,0
SUNITINIB,TOPOTECAN,RPMI7951,0
TOPOTECAN,SORAFENIB,HT29,0
TOPOTECAN,SORAFENIB,LOVO,0
TOPOTECAN,SORAFENIB,NCIH23,0
TOPOTECAN,SORAFENIB,RPMI7951,0
VINBLASTINE,ABT-888,A427,0
VINBLASTINE,ABT-888,HT29,0
VINBLASTINE,ABT-888,LOVO,0
VINBLASTINE,ABT-888,NCIH2122,0
VINBLASTINE,ABT-888,NCIH23,0
VINBLASTINE,ABT-888,NCIH460,0
VINBLASTINE,ABT-888,RKO,0
VINBLASTINE,ABT-888,RPMI7951,0
VINBLASTINE,AZD1775,A427,0
VINBLASTINE,AZD1775,HT29,0
VINBLASTINE,AZD1775,LOVO,0
VINBLASTINE,AZD1775,NCIH2122,0
VINBLASTINE,AZD1775,NCIH23,0
VINBLASTINE,AZD1775,NCIH460,0
VINBLASTINE,AZD1775,RPMI7951,0
VINBLASTINE,BORTEZOMIB,A427,0
VINBLASTINE,BORTEZOMIB,HT29,0
VINBLASTINE,BORTEZOMIB,NCIH2122,0
VINBLASTINE,BORTEZOMIB,NCIH23,0
VINBLASTINE,BORTEZOMIB,NCIH460,0
VINBLASTINE,BORTEZOMIB,RKO,0
VINBLASTINE,BORTEZOMIB,RPMI7951,0
VINBLASTINE,DASATINIB,A427,1
VINBLASTINE,DASATINIB,HT29,0
VINBLASTINE,DASATINIB,LOVO,1
VINBLASTINE,DASATINIB,NCIH2122,0
VINBLASTINE,DASATINIB,NCIH23,0
VINBLASTINE,DASATINIB,NCIH460,1
VINBLASTINE,DASATINIB,RKO,0
VINBLASTINE,ERLOTINIB,A427,1
VINBLASTINE,ERLOTINIB,HT29,1
VINBLASTINE,ERLOTINIB,LOVO,1
VINBLASTINE,ERLOTINIB,NCIH2122,1
VINBLASTINE,ERLOTINIB,NCIH23,1
VINBLASTINE,ERLOTINIB,NCIH460,1
VINBLASTINE,ERLOTINIB,RKO,1
VINBLASTINE,ERLOTINIB,RPMI7951,1
VINBLASTINE,GELDANAMYCIN,A427,0
VINBLASTINE,GELDANAMYCIN,HT29,0
VINBLASTINE,GELDANAMYCIN,LOVO,0
VINBLASTINE,GELDANAMYCIN,NCIH2122,0
VINBLASTINE,GELDANAMYCIN,NCIH23,0
VINBLASTINE,GELDANAMYCIN,NCIH460,0
VINBLASTINE,GELDANAMYCIN,RKO,0
VINBLASTINE,GELDANAMYCIN,RPMI7951,0
VINBLASTINE,L778123,A427,1
VINBLASTINE,L778123,HT29,1
VINBLASTINE,L778123,LOVO,1
VINBLASTINE,L778123,NCIH2122,1
VINBLASTINE,L778123,NCIH23,1
VINBLASTINE,L778123,NCIH460,1
VINBLASTINE,L778123,RKO,1
VINBLASTINE,L778123,RPMI7951,1
VINBLASTINE,LAPATINIB,A427,0
VINBLASTINE,LAPATINIB,HT29,0
VINBLASTINE,LAPATINIB,LOVO,1
VINBLASTINE,LAPATINIB,NCIH2122,0
VINBLASTINE,LAPATINIB,NCIH23,0
VINBLASTINE,LAPATINIB,RKO,0
VINBLASTINE,LAPATINIB,RPMI7951,0
VINBLASTINE,MK-4827,A427,0
VINBLASTINE,MK-4827,HT29,0
VINBLASTINE,MK-4827,LOVO,0
VINBLASTINE,MK-4827,NCIH2122,1
VINBLASTINE,MK-4827,NCIH23,0
VINBLASTINE,MK-4827,RPMI7951,0
VINBLASTINE,MK-5108,HT29,1
VINBLASTINE,MK-5108,NCIH2122,0
VINBLASTINE,MK-5108,NCIH460,0
VINBLASTINE,MK-5108,RKO,1
VINBLASTINE,MK-5108,RPMI7951,0
VINBLASTINE,MK-8669,A427,0
VINBLASTINE,MK-8669,LOVO,1
VINBLASTINE,MK-8669,NCIH2122,0
VINBLASTINE,MK-8669,NCIH23,0
VINBLASTINE,MK-8669,NCIH460,0
VINBLASTINE,MK-8669,RKO,1
VINBLASTINE,MK-8669,RPMI7951,1
VINBLASTINE,PD325901,HT29,0
VINBLASTINE,PD325901,NCIH2122,0
VINBLASTINE,PD325901,NCIH23,0
VINBLASTINE,PD325901,NCIH460,0
VINBLASTINE,PD325901,RKO,1
VINBLASTINE,PD325901,RPMI7951,0
VINBLASTINE,SORAFENIB,A427,1
VINBLASTINE,SORAFENIB,HT29,0
VINBLASTINE,SORAFENIB,NCIH460,1
VINBLASTINE,SORAFENIB,RKO,1
VINBLASTINE,SORAFENIB,RPMI7951,0
VINBLASTINE,SUNITINIB,HT29,0
VINBLASTINE,SUNITINIB,LOVO,0
VINBLASTINE,SUNITINIB,NCIH23,0
VINBLASTINE,SUNITINIB,NCIH460,0
VINBLASTINE,SUNITINIB,RKO,0
VINBLASTINE,SUNITINIB,RPMI7951,0
VINBLASTINE,ZOLINZA,A427,0
VINBLASTINE,ZOLINZA,HT29,0
VINBLASTINE,ZOLINZA,NCIH2122,0
VINBLASTINE,ZOLINZA,NCIH23,0
VINBLASTINE,ZOLINZA,NCIH460,0
VINBLASTINE,ZOLINZA,RKO,0
VINBLASTINE,ZOLINZA,RPMI7951,0
VINORELBINE,ABT-888,A427,0
VINORELBINE,ABT-888,HT29,0
VINORELBINE,ABT-888,LOVO,0
VINORELBINE,ABT-888,NCIH2122,0
VINORELBINE,ABT-888,NCIH23,0
VINORELBINE,ABT-888,RKO,0
VINORELBINE,ABT-888,RPMI7951,0
VINORELBINE,AZD1775,A427,0
VINORELBINE,AZD1775,HT29,0
VINORELBINE,AZD1775,NCIH2122,0
VINORELBINE,AZD1775,NCIH23,0
VINORELBINE,AZD1775,NCIH460,0
VINORELBINE,AZD1775,RKO,0
VINORELBINE,AZD1775,RPMI7951,0
VINORELBINE,BORTEZOMIB,A427,0
VINORELBINE,BORTEZOMIB,HT29,0
VINORELBINE,BORTEZOMIB,LOVO,0
VINORELBINE,BORTEZOMIB,NCIH2122,0
VINORELBINE,BORTEZOMIB,NCIH23,0
VINORELBINE,BORTEZOMIB,NCIH460,0
VINORELBINE,BORTEZOMIB,RKO,0
VINORELBINE,BORTEZOMIB,RPMI7951,0
VINORELBINE,DASATINIB,A427,1
VINORELBINE,DASATINIB,HT29,0
VINORELBINE,DASATINIB,LOVO,1
VINORELBINE,DASATINIB,NCIH2122,0
VINORELBINE,DASATINIB,NCIH460,1
VINORELBINE,DASATINIB,RPMI7951,1
VINORELBINE,ERLOTINIB,A427,0
VINORELBINE,ERLOTINIB,HT29,0
VINORELBINE,ERLOTINIB,LOVO,1
VINORELBINE,ERLOTINIB,NCIH2122,0
VINORELBINE,ERLOTINIB,NCIH460,1
VINORELBINE,ERLOTINIB,RKO,1
VINORELBINE,ERLOTINIB,RPMI7951,0
VINORELBINE,GELDANAMYCIN,A427,0
VINORELBINE,GELDANAMYCIN,HT29,0
VINORELBINE,GELDANAMYCIN,LOVO,0
VINORELBINE,GELDANAMYCIN,NCIH2122,0
VINORELBINE,GELDANAMYCIN,NCIH23,0
VINORELBINE,GELDANAMYCIN,NCIH460,0
VINORELBINE,GELDANAMYCIN,RKO,0
VINORELBINE,GELDANAMYCIN,RPMI7951,0
VINORELBINE,LAPATINIB,A427,0
VINORELBINE,LAPATINIB,HT29,0
VINORELBINE,LAPATINIB,LOVO,1
VINORELBINE,LAPATINIB,NCIH2122,0
VINORELBINE,LAPATINIB,NCIH460,1
VINORELBINE,LAPATINIB,RKO,0
VINORELBINE,LAPATINIB,RPMI7951,0
VINORELBINE,MK-4827,A427,0
VINORELBINE,MK-4827,HT29,0
VINORELBINE,MK-4827,LOVO,0
VINORELBINE,MK-4827,NCIH2122,0
VINORELBINE,MK-4827,NCIH23,0
VINORELBINE,MK-4827,RKO,0
VINORELBINE,MK-4827,RPMI7951,0
VINORELBINE,MK-5108,A427,0
VINORELBINE,MK-5108,HT29,0
VINORELBINE,MK-5108,LOVO,0
VINORELBINE,MK-5108,NCIH2122,0
VINORELBINE,MK-5108,NCIH23,0
VINORELBINE,MK-5108,NCIH460,0
VINORELBINE,MK-5108,RKO,0
VINORELBINE,MK-5108,RPMI7951,0
VINORELBINE,MK-8669,A427,0
VINORELBINE,MK-8669,HT29,0
VINORELBINE,MK-8669,LOVO,1
VINORELBINE,MK-8669,NCIH2122,0
VINORELBINE,MK-8669,NCIH23,0
VINORELBINE,MK-8669,RKO,1
VINORELBINE,MK-8669,RPMI7951,1
VINORELBINE,PD325901,A427,0
VINORELBINE,PD325901,HT29,0
VINORELBINE,PD325901,NCIH2122,0
VINORELBINE,PD325901,NCIH23,0
VINORELBINE,PD325901,RKO,1
VINORELBINE,PD325901,RPMI7951,0
VINORELBINE,SORAFENIB,HT29,0
VINORELBINE,SORAFENIB,LOVO,0
VINORELBINE,SORAFENIB,NCIH2122,0
VINORELBINE,SORAFENIB,NCIH23,0
VINORELBINE,SORAFENIB,RKO,0
VINORELBINE,SORAFENIB,RPMI7951,0
VINORELBINE,SUNITINIB,A427,1
VINORELBINE,SUNITINIB,HT29,0
VINORELBINE,SUNITINIB,NCIH2122,0
VINORELBINE,SUNITINIB,NCIH23,0
VINORELBINE,SUNITINIB,RKO,0
VINORELBINE,SUNITINIB,RPMI7951,0
VINORELBINE,ZOLINZA,A427,0
VINORELBINE,ZOLINZA,HT29,0
VINORELBINE,ZOLINZA,NCIH2122,0
VINORELBINE,ZOLINZA,NCIH23,0
VINORELBINE,ZOLINZA,NCIH460,0
VINORELBINE,ZOLINZA,RKO,0
VINORELBINE,ZOLINZA,RPMI7951,0
ZOLINZA,ABT-888,A427,0
ZOLINZA,ABT-888,NCIH2122,1
ZOLINZA,ABT-888,NCIH460,0
ZOLINZA,ABT-888,RKO,0
ZOLINZA,ABT-888,RPMI7951,1
ZOLINZA,AZD1775,A427,0
ZOLINZA,AZD1775,HT29,0
ZOLINZA,AZD1775,NCIH2122,0
ZOLINZA,AZD1775,NCIH23,1
ZOLINZA,AZD1775,NCIH460,0
ZOLINZA,AZD1775,RKO,0
ZOLINZA,AZD1775,RPMI7951,1
ZOLINZA,BORTEZOMIB,A427,0
ZOLINZA,BORTEZOMIB,HT29,0
ZOLINZA,BORTEZOMIB,LOVO,0
ZOLINZA,BORTEZOMIB,NCIH23,0
ZOLINZA,BORTEZOMIB,NCIH460,1
ZOLINZA,BORTEZOMIB,RKO,1
ZOLINZA,BORTEZOMIB,RPMI7951,0
ZOLINZA,DASATINIB,A427,0
ZOLINZA,DASATINIB,LOVO,1
ZOLINZA,DASATINIB,NCIH2122,0
ZOLINZA,DASATINIB,NCIH23,0
ZOLINZA,DASATINIB,NCIH460,1
ZOLINZA,ERLOTINIB,LOVO,1
ZOLINZA,ERLOTINIB,NCIH2122,1
ZOLINZA,ERLOTINIB,NCIH23,0
ZOLINZA,ERLOTINIB,RKO,1
ZOLINZA,ERLOTINIB,RPMI7951,1
ZOLINZA,GELDANAMYCIN,A427,0
ZOLINZA,GELDANAMYCIN,HT29,0
ZOLINZA,GELDANAMYCIN,LOVO,0
ZOLINZA,GELDANAMYCIN,NCIH2122,0
ZOLINZA,GELDANAMYCIN,NCIH23,0
ZOLINZA,GELDANAMYCIN,NCIH460,0
ZOLINZA,GELDANAMYCIN,RKO,0
ZOLINZA,GELDANAMYCIN,RPMI7951,0
ZOLINZA,GEMCITABINE,A427,0
ZOLINZA,GEMCITABINE,HT29,0
ZOLINZA,GEMCITABINE,NCIH460,0
ZOLINZA,GEMCITABINE,RKO,0
ZOLINZA,LAPATINIB,A427,0
ZOLINZA,LAPATINIB,HT29,1
ZOLINZA,LAPATINIB,LOVO,1
ZOLINZA,LAPATINIB,NCIH2122,1
ZOLINZA,LAPATINIB,NCIH23,0
ZOLINZA,LAPATINIB,NCIH460,0
ZOLINZA,MK-4827,A427,0
ZOLINZA,MK-4827,HT29,1
ZOLINZA,MK-4827,LOVO,0
ZOLINZA,MK-4827,NCIH2122,1
ZOLINZA,MK-4827,NCIH23,0
ZOLINZA,MK-4827,NCIH460,1
ZOLINZA,MK-4827,RKO,0
ZOLINZA,MK-5108,A427,0
ZOLINZA,MK-5108,HT29,1
ZOLINZA,MK-5108,LOVO,0
ZOLINZA,MK-5108,NCIH23,0
ZOLINZA,MK-5108,NCIH460,0
ZOLINZA,MK-5108,RKO,1
ZOLINZA,MK-8669,A427,1
ZOLINZA,MK-8669,HT29,1
ZOLINZA,MK-8669,LOVO,1
ZOLINZA,MK-8669,NCIH2122,1
ZOLINZA,MK-8669,RKO,1
ZOLINZA,MK-8669,RPMI7951,1
ZOLINZA,PD325901,A427,0
ZOLINZA,PD325901,NCIH23,0
ZOLINZA,PD325901,NCIH460,0
ZOLINZA,PD325901,RPMI7951,0
ZOLINZA,SN-38,A427,0
ZOLINZA,SN-38,LOVO,0
ZOLINZA,SN-38,NCIH2122,1
ZOLINZA,SN-38,NCIH23,0
ZOLINZA,SORAFENIB,A427,0
ZOLINZA,SORAFENIB,HT29,0
ZOLINZA,SORAFENIB,LOVO,0
ZOLINZA,SORAFENIB,NCIH2122,0
ZOLINZA,SORAFENIB,NCIH23,0
ZOLINZA,SORAFENIB,RPMI7951,0
ZOLINZA,SUNITINIB,A427,0
ZOLINZA,SUNITINIB,HT29,0
ZOLINZA,SUNITINIB,NCIH23,0
ZOLINZA,SUNITINIB,NCIH460,0
ZOLINZA,SUNITINIB,RKO,0
ZOLINZA,SUNITINIB,RPMI7951,0
ZOLINZA,TOPOTECAN,NCIH2122,1
ZOLINZA,TOPOTECAN,NCIH23,0
ZOLINZA,TOPOTECAN,NCIH460,0
