drug1,drug2,cell,label
Raloxifene,Imatinib,HS 578T,0
Raloxifene,Imatinib,HT29,0
Raloxifene,Imatinib,IGROV1,0
Raloxifene,Imatinib,LOX IMVI,1
Raloxifene,Imatinib,MCF7,1
Raloxifene,Imatinib,NCI-H460,1
Raloxifene,Imatinib,PC-3,1
Raloxifene,Imatinib,RPMI-8226,0
Raloxifene,Imatinib,SK-MEL-2,0
Raloxifene,Imatinib,T-47D,1
Raloxifene,Imatinib,UO-31,0
Raloxifene,Vorinostat,HS 578T,0
Raloxifene,Vorinostat,HT29,0
Raloxifene,Vorinostat,IGROV1,0
Raloxifene,Vorinostat,LOX IMVI,1
Raloxifene,Vorinostat,MCF7,0
Raloxifene,Vorinostat,NCI-H460,0
Raloxifene,Vorinostat,PC-3,0
Raloxifene,Vorinostat,RPMI-8226,0
Raloxifene,Vorinostat,SK-MEL-2,0
Raloxifene,Vorinostat,T-47D,0
Raloxifene,Vorinostat,UO-31,1
Raloxifene,Thalidomide,HS 578T,1
Raloxifene,Thalidomide,HT29,1
Raloxifene,Thalidomide,IGROV1,1
Raloxifene,Thalidomide,LOX IMVI,1
Raloxifene,Thalidomide,MCF7,1
Raloxifene,Thalidomide,NCI-H460,1
Raloxifene,Thalidomide,PC-3,1
Raloxifene,Thalidomide,RPMI-8226,1
Raloxifene,Thalidomide,SK-MEL-2,0
Raloxifene,Thalidomide,T-47D,0
Raloxifene,Thalidomide,UO-31,1
Raloxifene,Thiotepa,HS 578T,0
Raloxifene,Thiotepa,HT29,0
Raloxifene,Thiotepa,IGROV1,0
Raloxifene,Thiotepa,LOX IMVI,0
Raloxifene,Thiotepa,MCF7,1
Raloxifene,Thiotepa,NCI-H460,0
Raloxifene,Thiotepa,PC-3,0
Raloxifene,Thiotepa,RPMI-8226,0
Raloxifene,Thiotepa,SK-MEL-2,0
Raloxifene,Thiotepa,T-47D,0
Raloxifene,Thiotepa,UO-31,0
Raloxifene,Mitomycin C,HS 578T,0
Raloxifene,Mitomycin C,HT29,0
Raloxifene,Mitomycin C,IGROV1,0
Raloxifene,Mitomycin C,LOX IMVI,0
Raloxifene,Mitomycin C,MCF7,1
Raloxifene,Mitomycin C,NCI-H460,0
Raloxifene,Mitomycin C,PC-3,0
Raloxifene,Mitomycin C,RPMI-8226,0
Raloxifene,Mitomycin C,SK-MEL-2,0
Raloxifene,Mitomycin C,T-47D,0
Raloxifene,Mitomycin C,UO-31,0
Raloxifene,Floxuridine,HS 578T,0
Raloxifene,Floxuridine,HT29,0
Raloxifene,Floxuridine,IGROV1,0
Raloxifene,Floxuridine,LOX IMVI,0
Raloxifene,Floxuridine,MCF7,1
Raloxifene,Floxuridine,NCI-H460,0
Raloxifene,Floxuridine,PC-3,0
Raloxifene,Floxuridine,RPMI-8226,0
Raloxifene,Floxuridine,SK-MEL-2,0
Raloxifene,Floxuridine,T-47D,1
Raloxifene,Floxuridine,UO-31,0
Raloxifene,Azacitidine,HS 578T,0
Raloxifene,Azacitidine,HT29,0
Raloxifene,Azacitidine,IGROV1,0
Raloxifene,Azacitidine,LOX IMVI,0
Raloxifene,Azacitidine,MCF7,0
Raloxifene,Azacitidine,NCI-H460,0
Raloxifene,Azacitidine,PC-3,0
Raloxifene,Azacitidine,RPMI-8226,0
Raloxifene,Azacitidine,SK-MEL-2,0
Raloxifene,Azacitidine,T-47D,0
Raloxifene,Azacitidine,UO-31,0
Raloxifene,Megestrol,HS 578T,0
Raloxifene,Megestrol,HT29,0
Raloxifene,Megestrol,IGROV1,0
Raloxifene,Megestrol,LOX IMVI,0
Raloxifene,Megestrol,MCF7,0
Raloxifene,Megestrol,NCI-H460,1
Raloxifene,Megestrol,PC-3,0
Raloxifene,Megestrol,RPMI-8226,1
Raloxifene,Megestrol,SK-MEL-2,0
Raloxifene,Megestrol,T-47D,0
Raloxifene,Megestrol,UO-31,0
Raloxifene,Cladribine,HS 578T,0
Raloxifene,Cladribine,HT29,0
Raloxifene,Cladribine,IGROV1,0
Raloxifene,Cladribine,LOX IMVI,0
Raloxifene,Cladribine,MCF7,0
Raloxifene,Cladribine,NCI-H460,0
Raloxifene,Cladribine,PC-3,0
Raloxifene,Cladribine,RPMI-8226,0
Raloxifene,Cladribine,SK-MEL-2,0
Raloxifene,Cladribine,T-47D,0
Raloxifene,Cladribine,UO-31,1
Raloxifene,Paclitaxel,HS 578T,0
Raloxifene,Paclitaxel,HT29,0
Raloxifene,Paclitaxel,IGROV1,0
Raloxifene,Paclitaxel,LOX IMVI,0
Raloxifene,Paclitaxel,MCF7,0
Raloxifene,Paclitaxel,NCI-H460,0
Raloxifene,Paclitaxel,PC-3,0
Raloxifene,Paclitaxel,RPMI-8226,0
Raloxifene,Paclitaxel,SK-MEL-2,0
Raloxifene,Paclitaxel,T-47D,0
Raloxifene,Paclitaxel,UO-31,0
Raloxifene,Etoposide,HS 578T,0
Raloxifene,Etoposide,HT29,0
Raloxifene,Etoposide,IGROV1,0
Raloxifene,Etoposide,LOX IMVI,0
Raloxifene,Etoposide,MCF7,0
Raloxifene,Etoposide,NCI-H460,0
Raloxifene,Etoposide,PC-3,0
Raloxifene,Etoposide,RPMI-8226,0
Raloxifene,Etoposide,SK-MEL-2,0
Raloxifene,Etoposide,T-47D,0
Raloxifene,Etoposide,UO-31,0
Raloxifene,Imiquimod,HS 578T,0
Raloxifene,Imiquimod,HT29,0
Raloxifene,Imiquimod,IGROV1,1
Raloxifene,Imiquimod,LOX IMVI,0
Raloxifene,Imiquimod,MCF7,0
Raloxifene,Imiquimod,NCI-H460,1
Raloxifene,Imiquimod,PC-3,1
Raloxifene,Imiquimod,RPMI-8226,0
Raloxifene,Imiquimod,SK-MEL-2,0
Raloxifene,Imiquimod,T-47D,0
Raloxifene,Imiquimod,UO-31,0
Raloxifene,Exemestane,HS 578T,0
Raloxifene,Exemestane,HT29,0
Raloxifene,Exemestane,IGROV1,0
Raloxifene,Exemestane,LOX IMVI,0
Raloxifene,Exemestane,MCF7,0
Raloxifene,Exemestane,NCI-H460,0
Raloxifene,Exemestane,PC-3,0
Raloxifene,Exemestane,RPMI-8226,0
Raloxifene,Exemestane,SK-MEL-2,1
Raloxifene,Exemestane,T-47D,0
Raloxifene,Exemestane,UO-31,0
Raloxifene,Dexrazoxane,HS 578T,0
Raloxifene,Dexrazoxane,HT29,0
Raloxifene,Dexrazoxane,IGROV1,0
Raloxifene,Dexrazoxane,LOX IMVI,0
Raloxifene,Dexrazoxane,MCF7,0
Raloxifene,Dexrazoxane,NCI-H460,0
Raloxifene,Dexrazoxane,PC-3,0
Raloxifene,Dexrazoxane,RPMI-8226,0
Raloxifene,Dexrazoxane,SK-MEL-2,1
Raloxifene,Dexrazoxane,T-47D,0
Raloxifene,Dexrazoxane,UO-31,0
Raloxifene,Fulvestrant,HS 578T,1
Raloxifene,Fulvestrant,HT29,0
Raloxifene,Fulvestrant,IGROV1,0
Raloxifene,Fulvestrant,LOX IMVI,1
Raloxifene,Fulvestrant,MCF7,0
Raloxifene,Fulvestrant,NCI-H460,0
Raloxifene,Fulvestrant,PC-3,1
Raloxifene,Fulvestrant,RPMI-8226,1
Raloxifene,Fulvestrant,SK-MEL-2,1
Raloxifene,Fulvestrant,T-47D,0
Raloxifene,Fulvestrant,UO-31,1
Raloxifene,Clofarabine,HS 578T,1
Raloxifene,Clofarabine,HT29,0
Raloxifene,Clofarabine,IGROV1,0
Raloxifene,Clofarabine,LOX IMVI,0
Raloxifene,Clofarabine,MCF7,0
Raloxifene,Clofarabine,NCI-H460,0
Raloxifene,Clofarabine,PC-3,0
Raloxifene,Clofarabine,RPMI-8226,0
Raloxifene,Clofarabine,SK-MEL-2,0
Raloxifene,Clofarabine,T-47D,0
Raloxifene,Clofarabine,UO-31,0
Raloxifene,Gefitinib,HS 578T,1
Raloxifene,Gefitinib,HT29,1
Raloxifene,Gefitinib,IGROV1,0
Raloxifene,Gefitinib,LOX IMVI,0
Raloxifene,Gefitinib,MCF7,1
Raloxifene,Gefitinib,NCI-H460,0
Raloxifene,Gefitinib,PC-3,1
Raloxifene,Gefitinib,RPMI-8226,1
Raloxifene,Gefitinib,SK-MEL-2,0
Raloxifene,Gefitinib,T-47D,1
Raloxifene,Gefitinib,UO-31,1
Raloxifene,Methotrexate,HS 578T,0
Raloxifene,Methotrexate,HT29,0
Raloxifene,Methotrexate,IGROV1,0
Raloxifene,Methotrexate,LOX IMVI,0
Raloxifene,Methotrexate,MCF7,0
Raloxifene,Methotrexate,NCI-H460,0
Raloxifene,Methotrexate,PC-3,0
Raloxifene,Methotrexate,RPMI-8226,0
Raloxifene,Methotrexate,SK-MEL-2,0
Raloxifene,Methotrexate,T-47D,0
Raloxifene,Methotrexate,UO-31,0
Raloxifene,Abiraterone,HS 578T,1
Raloxifene,Abiraterone,HT29,0
Raloxifene,Abiraterone,IGROV1,0
Raloxifene,Abiraterone,LOX IMVI,0
Raloxifene,Abiraterone,MCF7,1
Raloxifene,Abiraterone,NCI-H460,1
Raloxifene,Abiraterone,PC-3,1
Raloxifene,Abiraterone,RPMI-8226,0
Raloxifene,Abiraterone,SK-MEL-2,1
Raloxifene,Abiraterone,T-47D,1
Raloxifene,Abiraterone,UO-31,0
Raloxifene,Docetaxel,HS 578T,0
Raloxifene,Docetaxel,HT29,0
Raloxifene,Docetaxel,IGROV1,0
Raloxifene,Docetaxel,LOX IMVI,0
Raloxifene,Docetaxel,MCF7,0
Raloxifene,Docetaxel,NCI-H460,0
Raloxifene,Docetaxel,PC-3,0
Raloxifene,Docetaxel,RPMI-8226,0
Raloxifene,Docetaxel,SK-MEL-2,0
Raloxifene,Docetaxel,T-47D,0
Raloxifene,Docetaxel,UO-31,0
Raloxifene,Erlotinib,HS 578T,1
Raloxifene,Erlotinib,HT29,0
Raloxifene,Erlotinib,IGROV1,0
Raloxifene,Erlotinib,LOX IMVI,1
Raloxifene,Erlotinib,MCF7,1
Raloxifene,Erlotinib,NCI-H460,1
Raloxifene,Erlotinib,PC-3,1
Raloxifene,Erlotinib,RPMI-8226,0
Raloxifene,Erlotinib,SK-MEL-2,0
Raloxifene,Erlotinib,T-47D,1
Raloxifene,Erlotinib,UO-31,0
Raloxifene,Lapatinib,HS 578T,0
Raloxifene,Lapatinib,HT29,0
Raloxifene,Lapatinib,IGROV1,0
Raloxifene,Lapatinib,LOX IMVI,0
Raloxifene,Lapatinib,MCF7,0
Raloxifene,Lapatinib,NCI-H460,1
Raloxifene,Lapatinib,PC-3,1
Raloxifene,Lapatinib,RPMI-8226,0
Raloxifene,Lapatinib,SK-MEL-2,0
Raloxifene,Lapatinib,T-47D,1
Raloxifene,Lapatinib,UO-31,0
Raloxifene,Sorafenib,HS 578T,0
Raloxifene,Sorafenib,HT29,0
Raloxifene,Sorafenib,IGROV1,0
Raloxifene,Sorafenib,LOX IMVI,0
Raloxifene,Sorafenib,MCF7,0
Raloxifene,Sorafenib,NCI-H460,0
Raloxifene,Sorafenib,PC-3,0
Raloxifene,Sorafenib,RPMI-8226,0
Raloxifene,Sorafenib,SK-MEL-2,0
Raloxifene,Sorafenib,T-47D,1
Raloxifene,Sorafenib,UO-31,0
Raloxifene,Lenalidomide,HS 578T,0
Raloxifene,Lenalidomide,HT29,0
Raloxifene,Lenalidomide,IGROV1,0
Raloxifene,Lenalidomide,LOX IMVI,0
Raloxifene,Lenalidomide,MCF7,0
Raloxifene,Lenalidomide,NCI-H460,0
Raloxifene,Lenalidomide,PC-3,1
Raloxifene,Lenalidomide,RPMI-8226,1
Raloxifene,Lenalidomide,SK-MEL-2,1
Raloxifene,Lenalidomide,T-47D,0
Raloxifene,Lenalidomide,UO-31,0
Raloxifene,Capecitabine,HS 578T,0
Raloxifene,Capecitabine,HT29,0
Raloxifene,Capecitabine,IGROV1,0
Raloxifene,Capecitabine,LOX IMVI,1
Raloxifene,Capecitabine,MCF7,0
Raloxifene,Capecitabine,NCI-H460,1
Raloxifene,Capecitabine,PC-3,0
Raloxifene,Capecitabine,RPMI-8226,0
Raloxifene,Capecitabine,SK-MEL-2,0
Raloxifene,Capecitabine,T-47D,0
Raloxifene,Capecitabine,UO-31,1
Raloxifene,Tretinoin,HS 578T,0
Raloxifene,Tretinoin,HT29,0
Raloxifene,Tretinoin,IGROV1,0
Raloxifene,Tretinoin,LOX IMVI,1
Raloxifene,Tretinoin,MCF7,1
Raloxifene,Tretinoin,NCI-H460,0
Raloxifene,Tretinoin,PC-3,0
Raloxifene,Tretinoin,RPMI-8226,0
Raloxifene,Tretinoin,SK-MEL-2,1
Raloxifene,Tretinoin,T-47D,1
Raloxifene,Tretinoin,UO-31,0
Raloxifene,Decitabine,HS 578T,0
Raloxifene,Decitabine,HT29,0
Raloxifene,Decitabine,IGROV1,1
Raloxifene,Decitabine,LOX IMVI,0
Raloxifene,Decitabine,MCF7,1
Raloxifene,Decitabine,NCI-H460,0
Raloxifene,Decitabine,PC-3,0
Raloxifene,Decitabine,RPMI-8226,0
Raloxifene,Decitabine,SK-MEL-2,0
Raloxifene,Decitabine,T-47D,0
Raloxifene,Decitabine,UO-31,1
Raloxifene,Teniposide,HS 578T,0
Raloxifene,Teniposide,HT29,0
Raloxifene,Teniposide,IGROV1,0
Raloxifene,Teniposide,LOX IMVI,0
Raloxifene,Teniposide,MCF7,0
Raloxifene,Teniposide,NCI-H460,0
Raloxifene,Teniposide,PC-3,0
Raloxifene,Teniposide,RPMI-8226,0
Raloxifene,Teniposide,SK-MEL-2,0
Raloxifene,Teniposide,T-47D,0
Raloxifene,Teniposide,UO-31,0
Raloxifene,Dactinomycin,HS 578T,0
Raloxifene,Dactinomycin,HT29,0
Raloxifene,Dactinomycin,IGROV1,0
Raloxifene,Dactinomycin,LOX IMVI,0
Raloxifene,Dactinomycin,MCF7,1
Raloxifene,Dactinomycin,NCI-H460,0
Raloxifene,Dactinomycin,PC-3,0
Raloxifene,Dactinomycin,RPMI-8226,0
Raloxifene,Dactinomycin,SK-MEL-2,0
Raloxifene,Dactinomycin,T-47D,0
Raloxifene,Dactinomycin,UO-31,0
Raloxifene,Nilotinib,HS 578T,1
Raloxifene,Nilotinib,HT29,0
Raloxifene,Nilotinib,IGROV1,0
Raloxifene,Nilotinib,LOX IMVI,1
Raloxifene,Nilotinib,MCF7,0
Raloxifene,Nilotinib,NCI-H460,1
Raloxifene,Nilotinib,PC-3,1
Raloxifene,Nilotinib,RPMI-8226,1
Raloxifene,Nilotinib,SK-MEL-2,0
Raloxifene,Nilotinib,T-47D,0
Raloxifene,Nilotinib,UO-31,1
Raloxifene,2-fluoroAraA (fludarabine),HS 578T,0
Raloxifene,2-fluoroAraA (fludarabine),HT29,0
Raloxifene,2-fluoroAraA (fludarabine),IGROV1,0
Raloxifene,2-fluoroAraA (fludarabine),LOX IMVI,1
Raloxifene,2-fluoroAraA (fludarabine),MCF7,0
Raloxifene,2-fluoroAraA (fludarabine),NCI-H460,1
Raloxifene,2-fluoroAraA (fludarabine),PC-3,0
Raloxifene,2-fluoroAraA (fludarabine),RPMI-8226,0
Raloxifene,2-fluoroAraA (fludarabine),SK-MEL-2,0
Raloxifene,2-fluoroAraA (fludarabine),T-47D,0
Raloxifene,2-fluoroAraA (fludarabine),UO-31,1
Raloxifene,Mercaptopurine,HS 578T,0
Raloxifene,Mercaptopurine,HT29,0
Raloxifene,Mercaptopurine,IGROV1,0
Raloxifene,Mercaptopurine,LOX IMVI,0
Raloxifene,Mercaptopurine,MCF7,0
Raloxifene,Mercaptopurine,NCI-H460,0
Raloxifene,Mercaptopurine,PC-3,0
Raloxifene,Mercaptopurine,RPMI-8226,0
Raloxifene,Mercaptopurine,SK-MEL-2,0
Raloxifene,Mercaptopurine,T-47D,0
Raloxifene,Mercaptopurine,UO-31,0
Raloxifene,Dasatinib,HS 578T,0
Raloxifene,Dasatinib,HT29,0
Raloxifene,Dasatinib,IGROV1,0
Raloxifene,Dasatinib,LOX IMVI,1
Raloxifene,Dasatinib,MCF7,1
Raloxifene,Dasatinib,NCI-H460,1
Raloxifene,Dasatinib,PC-3,0
Raloxifene,Dasatinib,RPMI-8226,0
Raloxifene,Dasatinib,SK-MEL-2,0
Raloxifene,Dasatinib,T-47D,1
Raloxifene,Dasatinib,UO-31,0
Raloxifene,Sirolimus (rapamycin),HS 578T,0
Raloxifene,Sirolimus (rapamycin),HT29,0
Raloxifene,Sirolimus (rapamycin),IGROV1,0
Raloxifene,Sirolimus (rapamycin),LOX IMVI,0
Raloxifene,Sirolimus (rapamycin),MCF7,1
Raloxifene,Sirolimus (rapamycin),NCI-H460,0
Raloxifene,Sirolimus (rapamycin),PC-3,0
Raloxifene,Sirolimus (rapamycin),RPMI-8226,0
Raloxifene,Sirolimus (rapamycin),SK-MEL-2,0
Raloxifene,Sirolimus (rapamycin),T-47D,1
Raloxifene,Sirolimus (rapamycin),UO-31,0
Raloxifene,Sunitinib,HS 578T,1
Raloxifene,Sunitinib,HT29,0
Raloxifene,Sunitinib,IGROV1,0
Raloxifene,Sunitinib,LOX IMVI,0
Raloxifene,Sunitinib,MCF7,1
Raloxifene,Sunitinib,NCI-H460,1
Raloxifene,Sunitinib,PC-3,1
Raloxifene,Sunitinib,RPMI-8226,0
Raloxifene,Sunitinib,SK-MEL-2,1
Raloxifene,Sunitinib,T-47D,1
Raloxifene,Sunitinib,UO-31,1
Raloxifene,Axitinib,HS 578T,1
Raloxifene,Axitinib,HT29,1
Raloxifene,Axitinib,IGROV1,0
Raloxifene,Axitinib,LOX IMVI,1
Raloxifene,Axitinib,MCF7,1
Raloxifene,Axitinib,NCI-H460,1
Raloxifene,Axitinib,PC-3,1
Raloxifene,Axitinib,RPMI-8226,1
Raloxifene,Axitinib,SK-MEL-2,1
Raloxifene,Axitinib,T-47D,1
Raloxifene,Axitinib,UO-31,0
Raloxifene,Crizotinib,HS 578T,1
Raloxifene,Crizotinib,HT29,0
Raloxifene,Crizotinib,IGROV1,0
Raloxifene,Crizotinib,LOX IMVI,0
Raloxifene,Crizotinib,MCF7,1
Raloxifene,Crizotinib,NCI-H460,1
Raloxifene,Crizotinib,PC-3,1
Raloxifene,Crizotinib,RPMI-8226,0
Raloxifene,Crizotinib,SK-MEL-2,1
Raloxifene,Crizotinib,T-47D,1
Raloxifene,Crizotinib,UO-31,1
Raloxifene,Ruxolitinib,HS 578T,1
Raloxifene,Ruxolitinib,HT29,1
Raloxifene,Ruxolitinib,IGROV1,0
Raloxifene,Ruxolitinib,LOX IMVI,0
Raloxifene,Ruxolitinib,MCF7,1
Raloxifene,Ruxolitinib,NCI-H460,1
Raloxifene,Ruxolitinib,PC-3,1
Raloxifene,Ruxolitinib,RPMI-8226,1
Raloxifene,Ruxolitinib,SK-MEL-2,1
Raloxifene,Ruxolitinib,T-47D,0
Raloxifene,Ruxolitinib,UO-31,1
Raloxifene,Vemurafenib,HS 578T,1
Raloxifene,Vemurafenib,HT29,0
Raloxifene,Vemurafenib,IGROV1,1
Raloxifene,Vemurafenib,LOX IMVI,0
Raloxifene,Vemurafenib,MCF7,1
Raloxifene,Vemurafenib,NCI-H460,0
Raloxifene,Vemurafenib,PC-3,0
Raloxifene,Vemurafenib,RPMI-8226,1
Raloxifene,Vemurafenib,SK-MEL-2,1
Raloxifene,Vemurafenib,T-47D,1
Raloxifene,Vemurafenib,UO-31,0
Raloxifene,Everolimus,HS 578T,0
Raloxifene,Everolimus,HT29,0
Raloxifene,Everolimus,IGROV1,0
Raloxifene,Everolimus,LOX IMVI,0
Raloxifene,Everolimus,MCF7,1
Raloxifene,Everolimus,NCI-H460,1
Raloxifene,Everolimus,PC-3,0
Raloxifene,Everolimus,RPMI-8226,0
Raloxifene,Everolimus,SK-MEL-2,0
Raloxifene,Everolimus,T-47D,1
Raloxifene,Everolimus,UO-31,0
Raloxifene,Dacarbazine,HS 578T,0
Raloxifene,Dacarbazine,HT29,0
Raloxifene,Dacarbazine,IGROV1,0
Raloxifene,Dacarbazine,LOX IMVI,1
Raloxifene,Dacarbazine,MCF7,0
Raloxifene,Dacarbazine,NCI-H460,0
Raloxifene,Dacarbazine,PC-3,0
Raloxifene,Dacarbazine,RPMI-8226,0
Raloxifene,Dacarbazine,SK-MEL-2,0
Raloxifene,Dacarbazine,T-47D,0
Raloxifene,Dacarbazine,UO-31,0
Raloxifene,Allopurinol,HS 578T,0
Raloxifene,Allopurinol,HT29,0
Raloxifene,Allopurinol,IGROV1,0
Raloxifene,Allopurinol,LOX IMVI,0
Raloxifene,Allopurinol,MCF7,0
Raloxifene,Allopurinol,NCI-H460,1
Raloxifene,Allopurinol,PC-3,1
Raloxifene,Allopurinol,RPMI-8226,0
Raloxifene,Allopurinol,SK-MEL-2,0
Raloxifene,Allopurinol,T-47D,0
Raloxifene,Allopurinol,UO-31,0
Imatinib,Vorinostat,HS 578T,0
Imatinib,Vorinostat,HT29,0
Imatinib,Vorinostat,IGROV1,0
Imatinib,Vorinostat,LOX IMVI,0
Imatinib,Vorinostat,MCF7,0
Imatinib,Vorinostat,NCI-H460,0
Imatinib,Vorinostat,PC-3,0
Imatinib,Vorinostat,RPMI-8226,0
Imatinib,Vorinostat,T-47D,0
Imatinib,Vorinostat,UO-31,0
Imatinib,Thalidomide,HS 578T,0
Imatinib,Thalidomide,HT29,0
Imatinib,Thalidomide,IGROV1,0
Imatinib,Thalidomide,LOX IMVI,1
Imatinib,Thalidomide,MCF7,0
Imatinib,Thalidomide,NCI-H460,0
Imatinib,Thalidomide,PC-3,0
Imatinib,Thalidomide,RPMI-8226,1
Imatinib,Thalidomide,T-47D,0
Imatinib,Thalidomide,UO-31,0
Imatinib,Thiotepa,HS 578T,0
Imatinib,Thiotepa,HT29,0
Imatinib,Thiotepa,IGROV1,0
Imatinib,Thiotepa,LOX IMVI,0
Imatinib,Thiotepa,MCF7,0
Imatinib,Thiotepa,NCI-H460,0
Imatinib,Thiotepa,PC-3,0
Imatinib,Thiotepa,RPMI-8226,0
Imatinib,Thiotepa,T-47D,0
Imatinib,Thiotepa,UO-31,0
Imatinib,Mitomycin C,HS 578T,0
Imatinib,Mitomycin C,HT29,0
Imatinib,Mitomycin C,IGROV1,0
Imatinib,Mitomycin C,LOX IMVI,0
Imatinib,Mitomycin C,MCF7,0
Imatinib,Mitomycin C,NCI-H460,0
Imatinib,Mitomycin C,PC-3,0
Imatinib,Mitomycin C,RPMI-8226,0
Imatinib,Mitomycin C,T-47D,0
Imatinib,Mitomycin C,UO-31,0
Imatinib,Floxuridine,HS 578T,0
Imatinib,Floxuridine,HT29,0
Imatinib,Floxuridine,IGROV1,0
Imatinib,Floxuridine,LOX IMVI,0
Imatinib,Floxuridine,MCF7,0
Imatinib,Floxuridine,NCI-H460,0
Imatinib,Floxuridine,PC-3,0
Imatinib,Floxuridine,RPMI-8226,0
Imatinib,Floxuridine,T-47D,1
Imatinib,Floxuridine,UO-31,0
Imatinib,Azacitidine,HS 578T,0
Imatinib,Azacitidine,HT29,0
Imatinib,Azacitidine,IGROV1,0
Imatinib,Azacitidine,LOX IMVI,0
Imatinib,Azacitidine,MCF7,0
Imatinib,Azacitidine,NCI-H460,0
Imatinib,Azacitidine,PC-3,0
Imatinib,Azacitidine,RPMI-8226,0
Imatinib,Azacitidine,T-47D,0
Imatinib,Azacitidine,UO-31,0
Imatinib,Megestrol,HS 578T,0
Imatinib,Megestrol,HT29,1
Imatinib,Megestrol,IGROV1,1
Imatinib,Megestrol,LOX IMVI,0
Imatinib,Megestrol,MCF7,0
Imatinib,Megestrol,NCI-H460,0
Imatinib,Megestrol,PC-3,1
Imatinib,Megestrol,RPMI-8226,0
Imatinib,Megestrol,SK-MEL-2,1
Imatinib,Megestrol,T-47D,1
Imatinib,Megestrol,UO-31,1
Imatinib,Cladribine,HS 578T,0
Imatinib,Cladribine,HT29,0
Imatinib,Cladribine,IGROV1,0
Imatinib,Cladribine,LOX IMVI,0
Imatinib,Cladribine,MCF7,0
Imatinib,Cladribine,NCI-H460,1
Imatinib,Cladribine,PC-3,0
Imatinib,Cladribine,RPMI-8226,1
Imatinib,Cladribine,T-47D,1
Imatinib,Cladribine,UO-31,0
Imatinib,Paclitaxel,HS 578T,0
Imatinib,Paclitaxel,HT29,0
Imatinib,Paclitaxel,IGROV1,0
Imatinib,Paclitaxel,LOX IMVI,0
Imatinib,Paclitaxel,MCF7,0
Imatinib,Paclitaxel,NCI-H460,1
Imatinib,Paclitaxel,PC-3,0
Imatinib,Paclitaxel,RPMI-8226,0
Imatinib,Paclitaxel,T-47D,0
Imatinib,Paclitaxel,UO-31,0
Imatinib,Etoposide,HS 578T,0
Imatinib,Etoposide,HT29,1
Imatinib,Etoposide,IGROV1,0
Imatinib,Etoposide,LOX IMVI,0
Imatinib,Etoposide,MCF7,0
Imatinib,Etoposide,NCI-H460,0
Imatinib,Etoposide,PC-3,0
Imatinib,Etoposide,RPMI-8226,0
Imatinib,Etoposide,T-47D,0
Imatinib,Etoposide,UO-31,0
Imatinib,Imiquimod,HS 578T,1
Imatinib,Imiquimod,HT29,1
Imatinib,Imiquimod,IGROV1,0
Imatinib,Imiquimod,MCF7,0
Imatinib,Imiquimod,NCI-H460,0
Imatinib,Imiquimod,PC-3,1
Imatinib,Imiquimod,RPMI-8226,0
Imatinib,Imiquimod,SK-MEL-2,1
Imatinib,Imiquimod,T-47D,0
Imatinib,Imiquimod,UO-31,0
Imatinib,Exemestane,HS 578T,0
Imatinib,Exemestane,HT29,1
Imatinib,Exemestane,IGROV1,0
Imatinib,Exemestane,LOX IMVI,0
Imatinib,Exemestane,MCF7,1
Imatinib,Exemestane,NCI-H460,0
Imatinib,Exemestane,PC-3,0
Imatinib,Exemestane,RPMI-8226,1
Imatinib,Exemestane,SK-MEL-2,0
Imatinib,Exemestane,T-47D,1
Imatinib,Exemestane,UO-31,0
Imatinib,Dexrazoxane,HS 578T,0
Imatinib,Dexrazoxane,HT29,1
Imatinib,Dexrazoxane,IGROV1,0
Imatinib,Dexrazoxane,LOX IMVI,1
Imatinib,Dexrazoxane,MCF7,0
Imatinib,Dexrazoxane,NCI-H460,0
Imatinib,Dexrazoxane,PC-3,0
Imatinib,Dexrazoxane,RPMI-8226,0
Imatinib,Dexrazoxane,T-47D,1
Imatinib,Dexrazoxane,UO-31,0
Imatinib,Fulvestrant,HS 578T,0
Imatinib,Fulvestrant,HT29,0
Imatinib,Fulvestrant,IGROV1,0
Imatinib,Fulvestrant,LOX IMVI,0
Imatinib,Fulvestrant,MCF7,0
Imatinib,Fulvestrant,NCI-H460,0
Imatinib,Fulvestrant,PC-3,1
Imatinib,Fulvestrant,RPMI-8226,1
Imatinib,Fulvestrant,T-47D,0
Imatinib,Fulvestrant,UO-31,0
Imatinib,Clofarabine,HS 578T,0
Imatinib,Clofarabine,HT29,1
Imatinib,Clofarabine,IGROV1,0
Imatinib,Clofarabine,LOX IMVI,0
Imatinib,Clofarabine,MCF7,0
Imatinib,Clofarabine,NCI-H460,0
Imatinib,Clofarabine,PC-3,0
Imatinib,Clofarabine,RPMI-8226,0
Imatinib,Clofarabine,T-47D,0
Imatinib,Clofarabine,UO-31,0
Imatinib,Gefitinib,HS 578T,0
Imatinib,Gefitinib,HT29,1
Imatinib,Gefitinib,IGROV1,0
Imatinib,Gefitinib,LOX IMVI,0
Imatinib,Gefitinib,MCF7,0
Imatinib,Gefitinib,NCI-H460,0
Imatinib,Gefitinib,PC-3,0
Imatinib,Gefitinib,RPMI-8226,0
Imatinib,Gefitinib,SK-MEL-2,0
Imatinib,Gefitinib,T-47D,1
Imatinib,Gefitinib,UO-31,0
Imatinib,Methotrexate,HS 578T,0
Imatinib,Methotrexate,IGROV1,0
Imatinib,Methotrexate,LOX IMVI,1
Imatinib,Methotrexate,MCF7,1
